id_aluno,nome,cpf,data_nascimento,sexo,id_turma,codigo_segmento,segmento,serie,turno,status,ano_letivo
ALU00192,Carlos Souza Moreira,000.192.344-00,2020-05-28,M,TURMA010,EI,Educação Infantil,Infantil 2,Manhã,Ativo,2026
ALU00193,Bruno Nascimento Costa,000.193.351-00,2021-09-08,M,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00194,Valentina Lima Dias,000.194.358-00,2022-01-27,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00195,João Mendes Souza,000.195.365-00,2020-01-22,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00196,Thiago Carvalho Silva,000.196.372-00,2020-09-17,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00197,Helena Souza Moreira,000.197.379-00,2022-02-09,M,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00198,Daniel Lima Rocha,000.198.386-00,2020-04-29,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00199,Thiago Oliveira Souza,000.199.393-00,2021-10-18,M,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00200,Carlos Pereira Santos,000.200.400-00,2021-05-29,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00201,Gabriel Ramos Mendes,000.201.407-00,2021-09-19,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00202,Isabela Souza Martins,000.202.414-00,2020-09-15,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00203,Julia Nascimento Nascimento,000.203.421-00,2020-07-02,M,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00204,Camila Moreira Fernandes,000.204.428-00,2020-05-21,M,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00205,Larissa Carvalho Santos,000.205.435-00,2021-12-29,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00206,Gabriel Almeida Nascimento,000.206.442-00,2021-02-12,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00207,João Rocha Nascimento,000.207.449-00,2022-07-31,M,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00208,Daniel Pereira Oliveira,000.208.456-00,2020-11-16,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00209,Thiago Mendes Gomes,000.209.463-00,2022-02-09,M,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00210,Sofia Carvalho Martins,000.210.470-00,2022-12-22,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00211,Mariana Martins Ramos,000.211.477-00,2021-08-17,M,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00212,Eduardo Silva Santos,000.212.484-00,2020-07-27,F,TURMA011,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00213,Helena Martins Carvalho,000.213.491-00,2020-08-10,F,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00214,Fernanda Martins Barbosa,000.214.498-00,2021-11-12,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00215,Larissa Lima Costa,000.215.505-00,2021-04-08,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00216,Gabriel Oliveira Costa,000.216.512-00,2020-02-02,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00217,João Oliveira Ramos,000.217.519-00,2020-02-29,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00218,Camila Martins Oliveira,000.218.526-00,2021-06-02,F,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00219,Daniel Dias Almeida,000.219.533-00,2022-09-15,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00220,Miguel Moreira Dias,000.220.540-00,2020-06-21,F,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00221,Daniel Nascimento Ramos,000.221.547-00,2020-12-14,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00222,Miguel Carvalho Rocha,000.222.554-00,2021-09-23,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00223,Mateus Martins Souza,000.223.561-00,2020-10-29,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00224,Valentina Costa Rocha,000.224.568-00,2020-08-24,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00225,Isabela Rocha Moreira,000.225.575-00,2021-08-09,F,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00226,João Nascimento Mendes,000.226.582-00,2020-09-29,F,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00227,Valentina Pereira Rocha,000.227.589-00,2022-10-05,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00228,Mateus Moreira Gomes,000.228.596-00,2022-07-21,F,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00229,Gabriel Mendes Santos,000.229.603-00,2021-02-05,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00230,Lucas Martins Santos,000.230.610-00,2022-07-29,M,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00231,Beatriz Gomes Dias,000.231.617-00,2022-02-07,F,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00232,Lucas Fernandes Dias,000.232.624-00,2020-01-30,F,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00233,Isabela Ramos Moreira,000.233.631-00,2022-06-11,F,TURMA012,EI,Educação Infantil,Infantil 1,Manhã,Ativo,2026
ALU00234,Mariana Ramos Santos,000.234.638-00,2017-12-24,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00235,João Rocha Souza,000.235.645-00,2019-01-18,F,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00236,Julia Souza Souza,000.236.652-00,2018-11-11,F,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00237,Mateus Gomes Dias,000.237.659-00,2016-02-18,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00238,Gabriel Moreira Costa,000.238.666-00,2017-04-21,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00239,Carlos Costa Moreira,000.239.673-00,2015-04-20,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00240,Thiago Santos Ramos,000.240.680-00,2018-07-28,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00241,Mariana Mendes Rocha,000.241.687-00,2019-06-09,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00242,Eduardo Dias Lima,000.242.694-00,2019-03-28,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00243,João Dias Silva,000.243.701-00,2016-09-05,F,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00244,Fernanda Fernandes Ramos,000.244.708-00,2017-05-11,F,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00245,Helena Lima Barbosa,000.245.715-00,2015-08-04,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00246,Daniel Santos Fernandes,000.246.722-00,2017-04-18,F,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00247,Helena Gomes Gomes,000.247.729-00,2017-10-25,F,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00248,Mateus Gomes Santos,000.248.736-00,2019-11-25,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00249,Vinicius Moreira Rocha,000.249.743-00,2017-06-01,F,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00250,Isabela Silva Oliveira,000.250.750-00,2016-03-30,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00251,Bruno Dias Nascimento,000.251.757-00,2018-01-15,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00252,Thiago Dias Oliveira,000.252.764-00,2017-02-07,F,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00253,Valentina Oliveira Fernandes,000.253.771-00,2016-11-18,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00254,Miguel Lima Nascimento,000.254.778-00,2015-02-03,F,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00255,Mariana Carvalho Barbosa,000.255.785-00,2017-03-18,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00256,João Souza Mendes,000.256.792-00,2016-01-14,M,TURMA013,FI,Ensino Fundamental I,5º Ano,Manhã,Ativo,2026
ALU00257,Thiago Santos Lima,000.257.799-00,2019-01-12,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00258,Lucas Carvalho Mendes,000.258.806-00,2016-06-19,M,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00259,Isabela Ramos Fernandes,000.259.813-00,2018-04-18,M,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00260,Mateus Silva Santos,000.260.820-00,2018-01-27,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00261,Camila Oliveira Moreira,000.261.827-00,2017-11-12,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00262,Mateus Souza Santos,000.262.834-00,2018-04-25,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00263,Mateus Martins Gomes,000.263.841-00,2019-06-26,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00264,Vinicius Pereira Costa,000.264.848-00,2015-03-10,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00265,Lucas Nascimento Moreira,000.265.855-00,2018-06-20,M,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00266,Miguel Lima Martins,000.266.862-00,2017-09-15,M,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00267,Helena Nascimento Carvalho,000.267.869-00,2015-10-20,M,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00268,João Gomes Fernandes,000.268.876-00,2015-10-07,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00269,Lucas Barbosa Gomes,000.269.883-00,2016-02-19,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00270,Vinicius Silva Ramos,000.270.890-00,2018-01-08,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00271,Lucas Nascimento Dias,000.271.897-00,2016-09-21,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00272,Isabela Rocha Santos,000.272.904-00,2016-01-30,M,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00273,Carlos Silva Gomes,000.273.911-00,2016-07-29,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00274,Camila Moreira Lima,000.274.918-00,2015-10-16,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00275,Isabela Rocha Moreira,000.275.925-00,2018-08-23,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00276,Mariana Gomes Almeida,000.276.932-00,2015-01-08,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00277,Miguel Oliveira Fernandes,000.277.939-00,2016-08-30,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00278,Camila Pereira Martins,000.278.946-00,2017-06-19,F,TURMA014,FI,Ensino Fundamental I,2º Ano,Tarde,Ativo,2026
ALU00279,Fernanda Pereira Silva,000.279.953-00,2019-05-19,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00280,Carlos Barbosa Mendes,000.280.960-00,2019-09-10,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00281,Julia Carvalho Martins,000.281.967-00,2018-03-30,M,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00282,Carlos Moreira Dias,000.282.974-00,2019-07-24,M,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00283,Mariana Oliveira Ramos,000.283.981-00,2017-12-07,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00284,Larissa Almeida Nascimento,000.284.988-00,2015-12-16,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00285,Mateus Santos Nascimento,000.285.995-00,2015-10-26,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00286,Mateus Lima Fernandes,000.286.002-00,2015-11-05,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00287,Lucas Rocha Barbosa,000.287.009-00,2015-02-21,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00288,Bruno Ramos Moreira,000.288.016-00,2016-01-18,M,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00289,Beatriz Costa Oliveira,000.289.023-00,2015-07-16,M,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00290,Julia Mendes Martins,000.290.030-00,2016-11-03,M,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00291,Mateus Lima Rocha,000.291.037-00,2016-09-18,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00292,Lucas Ramos Pereira,000.292.044-00,2019-04-09,M,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00293,Camila Gomes Oliveira,000.293.051-00,2017-12-30,M,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00294,Vinicius Oliveira Barbosa,000.294.058-00,2018-08-14,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00295,Lucas Moreira Martins,000.295.065-00,2016-05-25,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00296,Isabela Mendes Rocha,000.296.072-00,2016-12-09,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00297,Eduardo Gomes Ramos,000.297.079-00,2017-12-10,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00298,Larissa Oliveira Gomes,000.298.086-00,2019-06-08,M,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00299,Julia Costa Silva,000.299.093-00,2019-03-05,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00300,Eduardo Costa Rocha,000.300.100-00,2015-04-08,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00301,Isabela Mendes Almeida,000.301.107-00,2017-10-24,F,TURMA015,FI,Ensino Fundamental I,4º Ano,Manhã,Ativo,2026
ALU00302,Daniel Costa Pereira,000.302.114-00,2015-09-07,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00303,Lucas Santos Mendes,000.303.121-00,2017-12-24,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00304,Thiago Carvalho Ramos,000.304.128-00,2018-08-05,M,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00305,João Carvalho Fernandes,000.305.135-00,2016-12-19,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00306,João Nascimento Moreira,000.306.142-00,2016-06-18,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00307,Lucas Mendes Rocha,000.307.149-00,2018-08-03,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00308,Beatriz Carvalho Dias,000.308.156-00,2019-12-05,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00309,Julia Oliveira Fernandes,000.309.163-00,2016-11-04,M,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00310,Eduardo Pereira Ramos,000.310.170-00,2016-07-22,M,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00311,Sofia Rocha Carvalho,000.311.177-00,2016-11-02,M,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00312,Eduardo Carvalho Pereira,000.312.184-00,2017-10-09,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00313,Rafael Santos Martins,000.313.191-00,2019-11-15,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00314,Mariana Souza Ramos,000.314.198-00,2017-11-11,M,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00315,Daniel Dias Mendes,000.315.205-00,2017-11-27,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00316,Beatriz Martins Ramos,000.316.212-00,2019-10-12,M,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00317,Thiago Silva Almeida,000.317.219-00,2016-10-11,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00318,Larissa Nascimento Nascimento,000.318.226-00,2019-06-07,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00319,Sofia Rocha Martins,000.319.233-00,2017-01-10,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00320,João Fernandes Costa,000.320.240-00,2015-08-08,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00321,Mariana Pereira Lima,000.321.247-00,2015-08-08,M,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00322,Eduardo Nascimento Costa,000.322.254-00,2015-01-27,M,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00323,Mariana Barbosa Santos,000.323.261-00,2016-07-31,F,TURMA016,FI,Ensino Fundamental I,1º Ano,Tarde,Ativo,2026
ALU00324,Mariana Moreira Barbosa,000.324.268-00,2017-11-05,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00325,Vinicius Souza Costa,000.325.275-00,2016-03-30,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00326,Julia Fernandes Mendes,000.326.282-00,2015-04-07,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00327,Valentina Ramos Almeida,000.327.289-00,2016-10-12,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00328,Helena Moreira Martins,000.328.296-00,2015-12-14,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00329,Miguel Martins Moreira,000.329.303-00,2018-03-12,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00330,Thiago Moreira Almeida,000.330.310-00,2017-05-01,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00331,Bruno Souza Ramos,000.331.317-00,2016-01-26,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00332,Eduardo Mendes Gomes,000.332.324-00,2015-02-18,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00333,Camila Carvalho Oliveira,000.333.331-00,2015-04-12,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00334,Julia Santos Costa,000.334.338-00,2016-04-03,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00335,Ana Martins Santos,000.335.345-00,2019-01-31,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00336,Isabela Fernandes Mendes,000.336.352-00,2016-09-22,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00337,João Gomes Barbosa,000.337.359-00,2019-07-02,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00338,Daniel Rocha Ramos,000.338.366-00,2017-08-22,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00339,Mateus Silva Rocha,000.339.373-00,2015-02-15,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00340,Vinicius Carvalho Almeida,000.340.380-00,2015-02-24,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00341,Camila Gomes Dias,000.341.387-00,2019-11-12,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00342,Beatriz Pereira Nascimento,000.342.394-00,2017-09-15,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00343,Bruno Dias Lima,000.343.401-00,2016-08-10,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00344,Miguel Rocha Fernandes,000.344.408-00,2019-12-21,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00345,João Lima Gomes,000.345.415-00,2019-07-27,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00346,Mateus Silva Costa,000.346.422-00,2017-06-11,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00347,Eduardo Ramos Oliveira,000.347.429-00,2019-01-19,F,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00348,Daniel Carvalho Fernandes,000.348.436-00,2019-12-24,M,TURMA017,FI,Ensino Fundamental I,4º Ano,Tarde,Ativo,2026
ALU00349,Larissa Costa Dias,000.349.443-00,2019-11-30,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00350,Isabela Souza Lima,000.350.450-00,2018-10-10,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00351,Isabela Almeida Rocha,000.351.457-00,2019-02-17,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00352,Larissa Nascimento Ramos,000.352.464-00,2016-02-05,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00353,Larissa Nascimento Dias,000.353.471-00,2017-10-23,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00354,Eduardo Silva Costa,000.354.478-00,2019-05-21,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00355,Valentina Fernandes Barbosa,000.355.485-00,2018-03-30,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00356,Thiago Santos Silva,000.356.492-00,2018-11-29,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00357,Mariana Costa Oliveira,000.357.499-00,2018-04-17,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00358,Miguel Moreira Costa,000.358.506-00,2019-01-27,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00359,Rafael Mendes Fernandes,000.359.513-00,2017-06-06,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00360,Carlos Martins Lima,000.360.520-00,2019-04-30,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00361,Mariana Rocha Dias,000.361.527-00,2019-01-10,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00362,Vinicius Moreira Ramos,000.362.534-00,2015-10-25,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00363,Carlos Moreira Gomes,000.363.541-00,2019-11-05,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00364,João Dias Costa,000.364.548-00,2019-02-14,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00365,Larissa Santos Rocha,000.365.555-00,2018-10-12,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00366,Gabriel Barbosa Costa,000.366.562-00,2017-07-31,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00367,Daniel Costa Pereira,000.367.569-00,2019-02-09,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00368,Valentina Costa Costa,000.368.576-00,2016-10-11,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00369,Helena Nascimento Nascimento,000.369.583-00,2015-11-20,M,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00370,Thiago Carvalho Moreira,000.370.590-00,2016-01-31,F,TURMA018,FI,Ensino Fundamental I,5º Ano,Tarde,Ativo,2026
ALU00371,Ana Silva Lima,000.371.597-00,2015-06-07,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00372,Thiago Souza Mendes,000.372.604-00,2015-02-05,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00373,Rafael Almeida Rocha,000.373.611-00,2019-02-06,M,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00374,Mariana Silva Martins,000.374.618-00,2015-10-27,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00375,Beatriz Mendes Almeida,000.375.625-00,2017-11-01,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00376,Mateus Almeida Nascimento,000.376.632-00,2018-06-25,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00377,Bruno Souza Costa,000.377.639-00,2015-07-22,M,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00378,Camila Barbosa Barbosa,000.378.646-00,2018-11-27,M,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
ALU00379,Julia Santos Martins,000.379.653-00,2018-01-04,F,TURMA019,FI,Ensino Fundamental I,3º Ano,Manhã,Ativo,2026
